simulation_id,team,points,rank
60,Nerinx Hall,80,10.0
61,Nerinx Hall,83,10.0
62,Nerinx Hall,73,12.0
63,Nerinx Hall,69,13.0
64,Nerinx Hall,64,13.0
65,Nerinx Hall,112,7.0
66,Nerinx Hall,73,12.0
67,Nerinx Hall,81,9.0
68,Nerinx Hall,66,13.0
69,Nerinx Hall,79,11.0
70,Nerinx Hall,68,13.0
71,Nerinx Hall,74,12.0
72,Nerinx Hall,72,11.0
73,Nerinx Hall,71,13.0
74,Nerinx Hall,105,8.0
75,Nerinx Hall,96,9.0
76,Nerinx Hall,67,13.0
77,Nerinx Hall,62,14.0
78,Nerinx Hall,63,13.0
79,Nerinx Hall,69,12.0
80,Nerinx Hall,55,15.0
81,Nerinx Hall,83,10.0
82,Nerinx Hall,65,13.0
83,Nerinx Hall,74,12.0
84,Nerinx Hall,75,11.0
85,Nerinx Hall,91,7.0
86,Nerinx Hall,67,12.0
87,Nerinx Hall,83,10.0
88,Nerinx Hall,61,15.0
89,Nerinx Hall,75,11.0
90,Nerinx Hall,69,12.0
91,Nerinx Hall,77,11.0
92,Nerinx Hall,68,12.0
93,Nerinx Hall,82,10.0
94,Nerinx Hall,80,11.0
95,Nerinx Hall,59,14.0
96,Nerinx Hall,93,8.0
97,Nerinx Hall,63,14.0
98,Nerinx Hall,84,11.0
99,Nerinx Hall,63,14.0
0,Nevada,11,31.0
1,Nevada,16,26.0
2,Nevada,9,33.0
3,Nevada,11,29.0
4,Nevada,14,28.0
5,Nevada,14,30.0
6,Nevada,11,31.0
7,Nevada,14,27.0
8,Nevada,13,28.0
9,Nevada,12,28.0
10,Nevada,14,26.0
11,Nevada,3,36.0
12,Nevada,11,29.0
13,Nevada,7,35.0
14,Nevada,9,30.0
15,Nevada,12,31.0
16,Nevada,9,31.0
17,Nevada,12,29.0
18,Nevada,14,29.0
19,Nevada,12,31.0
20,Nevada,13,29.0
21,Nevada,5,35.0
22,Nevada,1,43.0
23,Nevada,11,31.0
24,Nevada,11,33.0
25,Nevada,14,28.0
26,Nevada,14,29.0
27,Nevada,12,29.0
28,Nevada,6,36.0
29,Nevada,14,29.0
30,Nevada,12,30.0
31,Nevada,12,30.0
32,Nevada,14,30.0
33,Nevada,13,28.0
34,Nevada,17,28.0
35,Nevada,11,29.0
36,Nevada,15,27.0
37,Nevada,7,32.0
38,Nevada,6,35.0
39,Nevada,12,29.0
40,Nevada,6,33.0
41,Nevada,12,28.0
42,Nevada,13,29.0
43,Nevada,14,26.0
44,Nevada,6,34.0
45,Nevada,9,30.0
46,Nevada,6,33.0
47,Nevada,11,31.0
48,Nevada,12,29.0
49,Nevada,9,33.0
50,Nevada,12,30.0
51,Nevada,14,28.0
52,Nevada,14,30.0
53,Nevada,13,28.0
54,Nevada,12,30.0
55,Nevada,13,28.0
56,Nevada,13,28.0
57,Nevada,14,29.0
58,Nevada,3,35.0
59,Nevada,7,35.0
60,Nevada,13,29.0
61,Nevada,12,30.0
62,Nevada,15,28.0
63,Nevada,12,30.0
64,Nevada,14,28.0
65,Nevada,9,31.0
66,Nevada,6,33.0
67,Nevada,11,32.0
68,Nevada,15,29.0
69,Nevada,11,31.0
70,Nevada,12,31.0
71,Nevada,12,30.0
72,Nevada,12,29.0
73,Nevada,13,28.0
74,Nevada,13,28.0
75,Nevada,12,28.0
76,Nevada,16,27.0
77,Nevada,14,28.0
78,Nevada,11,31.0
79,Nevada,13,30.0
80,Nevada,12,30.0
81,Nevada,6,34.0
82,Nevada,9,31.0
83,Nevada,12,31.0
84,Nevada,13,30.0
85,Nevada,12,29.0
86,Nevada,13,29.0
87,Nevada,6,34.0
88,Nevada,12,30.0
89,Nevada,12,29.0
90,Nevada,13,30.0
91,Nevada,12,28.0
92,Nevada,11,33.0
93,Nevada,9,33.0
94,Nevada,11,29.0
95,Nevada,11,30.0
96,Nevada,14,28.0
97,Nevada,11,32.0
98,Nevada,11,29.0
99,Nevada,12,31.0
0,New Covenant Academy,0,54.0
1,New Covenant Academy,0,53.0
2,New Covenant Academy,0,54.0
3,New Covenant Academy,0,54.0
4,New Covenant Academy,0,54.0
5,New Covenant Academy,0,54.0
6,New Covenant Academy,0,53.0
7,New Covenant Academy,0,54.0
8,New Covenant Academy,0,53.0
9,New Covenant Academy,0,54.0
10,New Covenant Academy,0,53.0
11,New Covenant Academy,0,53.0
12,New Covenant Academy,0,54.0
13,New Covenant Academy,0,54.0
14,New Covenant Academy,0,53.0
15,New Covenant Academy,0,53.0
16,New Covenant Academy,0,53.0
17,New Covenant Academy,0,54.0
18,New Covenant Academy,0,53.0
19,New Covenant Academy,0,53.0
20,New Covenant Academy,0,54.0
21,New Covenant Academy,0,54.0
22,New Covenant Academy,0,54.0
23,New Covenant Academy,0,53.0
24,New Covenant Academy,0,53.0
25,New Covenant Academy,0,54.0
26,New Covenant Academy,0,54.0
27,New Covenant Academy,0,54.0
28,New Covenant Academy,0,54.0
29,New Covenant Academy,0,53.0
30,New Covenant Academy,0,53.0
31,New Covenant Academy,0,53.0
32,New Covenant Academy,0,54.0
33,New Covenant Academy,0,54.0
34,New Covenant Academy,0,53.0
35,New Covenant Academy,0,53.0
36,New Covenant Academy,0,53.0
37,New Covenant Academy,0,54.0
38,New Covenant Academy,0,53.0
39,New Covenant Academy,0,53.0
40,New Covenant Academy,0,53.0
41,New Covenant Academy,0,54.0
42,New Covenant Academy,0,54.0
43,New Covenant Academy,0,53.0
44,New Covenant Academy,0,54.0
45,New Covenant Academy,0,53.0
46,New Covenant Academy,0,53.0
47,New Covenant Academy,0,54.0
48,New Covenant Academy,0,53.0
49,New Covenant Academy,0,53.0
50,New Covenant Academy,0,54.0
51,New Covenant Academy,0,53.0
52,New Covenant Academy,0,53.0
53,New Covenant Academy,0,53.0
54,New Covenant Academy,0,53.0
55,New Covenant Academy,0,54.0
56,New Covenant Academy,0,54.0
57,New Covenant Academy,0,54.0
58,New Covenant Academy,0,54.0
59,New Covenant Academy,0,54.0
60,New Covenant Academy,0,54.0
61,New Covenant Academy,0,53.0
62,New Covenant Academy,0,53.0
63,New Covenant Academy,0,54.0
64,New Covenant Academy,0,53.0
65,New Covenant Academy,0,53.0
66,New Covenant Academy,0,54.0
67,New Covenant Academy,0,53.0
68,New Covenant Academy,0,53.0
69,New Covenant Academy,0,53.0
70,New Covenant Academy,0,53.0
71,New Covenant Academy,0,53.0
72,New Covenant Academy,0,54.0
73,New Covenant Academy,0,54.0
74,New Covenant Academy,0,53.0
75,New Covenant Academy,0,53.0
76,New Covenant Academy,0,53.0
77,New Covenant Academy,0,53.0
78,New Covenant Academy,0,54.0
79,New Covenant Academy,0,54.0
80,New Covenant Academy,0,54.0
81,New Covenant Academy,0,54.0
82,New Covenant Academy,0,54.0
83,New Covenant Academy,0,54.0
84,New Covenant Academy,0,53.0
85,New Covenant Academy,0,54.0
86,New Covenant Academy,0,54.0
87,New Covenant Academy,0,54.0
88,New Covenant Academy,0,54.0
89,New Covenant Academy,0,54.0
90,New Covenant Academy,0,54.0
91,New Covenant Academy,0,53.0
92,New Covenant Academy,0,53.0
93,New Covenant Academy,0,53.0
94,New Covenant Academy,0,53.0
95,New Covenant Academy,0,54.0
96,New Covenant Academy,0,54.0
97,New Covenant Academy,0,54.0
98,New Covenant Academy,0,54.0
99,New Covenant Academy,0,54.0
0,Notre Dame (Cape Girardeau),1,43.0
1,Notre Dame (Cape Girardeau),2,39.0
2,Notre Dame (Cape Girardeau),2,38.0
3,Notre Dame (Cape Girardeau),2,41.0
4,Notre Dame (Cape Girardeau),2,39.0
5,Notre Dame (Cape Girardeau),1,43.0
6,Notre Dame (Cape Girardeau),1,41.0
7,Notre Dame (Cape Girardeau),1,43.0
8,Notre Dame (Cape Girardeau),2,37.0
9,Notre Dame (Cape Girardeau),2,40.0
10,Notre Dame (Cape Girardeau),3,36.0
11,Notre Dame (Cape Girardeau),1,42.0
12,Notre Dame (Cape Girardeau),1,44.0
13,Notre Dame (Cape Girardeau),2,40.0
14,Notre Dame (Cape Girardeau),5,36.0
15,Notre Dame (Cape Girardeau),3,39.0
16,Notre Dame (Cape Girardeau),8,33.0
17,Notre Dame (Cape Girardeau),1,43.0
18,Notre Dame (Cape Girardeau),2,36.0
19,Notre Dame (Cape Girardeau),1,42.0
20,Notre Dame (Cape Girardeau),7,34.0
21,Notre Dame (Cape Girardeau),2,38.0
22,Notre Dame (Cape Girardeau),2,40.0
23,Notre Dame (Cape Girardeau),1,41.0
24,Notre Dame (Cape Girardeau),1,41.0
25,Notre Dame (Cape Girardeau),2,38.0
26,Notre Dame (Cape Girardeau),2,40.0
27,Notre Dame (Cape Girardeau),2,41.0
28,Notre Dame (Cape Girardeau),1,43.0
29,Notre Dame (Cape Girardeau),2,38.0
30,Notre Dame (Cape Girardeau),2,40.0
31,Notre Dame (Cape Girardeau),1,41.0
32,Notre Dame (Cape Girardeau),2,41.0
33,Notre Dame (Cape Girardeau),1,43.0
34,Notre Dame (Cape Girardeau),1,42.0
35,Notre Dame (Cape Girardeau),2,40.0
36,Notre Dame (Cape Girardeau),2,38.0
37,Notre Dame (Cape Girardeau),2,37.0
38,Notre Dame (Cape Girardeau),1,41.0
39,Notre Dame (Cape Girardeau),2,40.0
40,Notre Dame (Cape Girardeau),2,39.0
41,Notre Dame (Cape Girardeau),2,37.0
42,Notre Dame (Cape Girardeau),2,43.0
43,Notre Dame (Cape Girardeau),1,42.0
44,Notre Dame (Cape Girardeau),1,42.0
45,Notre Dame (Cape Girardeau),5,36.0
46,Notre Dame (Cape Girardeau),2,38.0
47,Notre Dame (Cape Girardeau),1,42.0
48,Notre Dame (Cape Girardeau),1,41.0
49,Notre Dame (Cape Girardeau),2,38.0
50,Notre Dame (Cape Girardeau),1,42.0
51,Notre Dame (Cape Girardeau),1,43.0
52,Notre Dame (Cape Girardeau),1,42.0
53,Notre Dame (Cape Girardeau),1,41.0
54,Notre Dame (Cape Girardeau),7,34.0
55,Notre Dame (Cape Girardeau),1,42.0
56,Notre Dame (Cape Girardeau),2,39.0
57,Notre Dame (Cape Girardeau),1,42.0
58,Notre Dame (Cape Girardeau),2,39.0
59,Notre Dame (Cape Girardeau),2,39.0
60,Notre Dame (Cape Girardeau),1,43.0
61,Notre Dame (Cape Girardeau),1,42.0
62,Notre Dame (Cape Girardeau),1,41.0
63,Notre Dame (Cape Girardeau),1,43.0
64,Notre Dame (Cape Girardeau),2,39.0
65,Notre Dame (Cape Girardeau),2,40.0
66,Notre Dame (Cape Girardeau),1,43.0
67,Notre Dame (Cape Girardeau),1,43.0
68,Notre Dame (Cape Girardeau),1,42.0
69,Notre Dame (Cape Girardeau),1,42.0
70,Notre Dame (Cape Girardeau),1,40.0
71,Notre Dame (Cape Girardeau),1,40.0
72,Notre Dame (Cape Girardeau),1,43.0
73,Notre Dame (Cape Girardeau),1,43.0
74,Notre Dame (Cape Girardeau),3,37.0
75,Notre Dame (Cape Girardeau),1,41.0
76,Notre Dame (Cape Girardeau),2,38.0
77,Notre Dame (Cape Girardeau),2,38.0
78,Notre Dame (Cape Girardeau),2,38.0
79,Notre Dame (Cape Girardeau),2,40.0
80,Notre Dame (Cape Girardeau),1,41.0
81,Notre Dame (Cape Girardeau),2,40.0
82,Notre Dame (Cape Girardeau),2,39.0
83,Notre Dame (Cape Girardeau),2,39.0
84,Notre Dame (Cape Girardeau),2,38.0
85,Notre Dame (Cape Girardeau),2,38.0
86,Notre Dame (Cape Girardeau),1,42.0
87,Notre Dame (Cape Girardeau),1,43.0
88,Notre Dame (Cape Girardeau),2,40.0
89,Notre Dame (Cape Girardeau),2,40.0
90,Notre Dame (Cape Girardeau),1,43.0
91,Notre Dame (Cape Girardeau),3,37.0
92,Notre Dame (Cape Girardeau),2,38.0
93,Notre Dame (Cape Girardeau),1,42.0
94,Notre Dame (Cape Girardeau),2,37.0
95,Notre Dame (Cape Girardeau),1,43.0
96,Notre Dame (Cape Girardeau),2,40.0
97,Notre Dame (Cape Girardeau),2,39.0
98,Notre Dame (Cape Girardeau),1,42.0
99,Notre Dame (Cape Girardeau),2,40.0
0,Notre Dame de Sion,85,10.0
1,Notre Dame de Sion,81,10.0
2,Notre Dame de Sion,68,13.0
3,Notre Dame de Sion,62,13.0
4,Notre Dame de Sion,62,13.0
5,Notre Dame de Sion,66,13.0
6,Notre Dame de Sion,63,14.0
7,Notre Dame de Sion,41,17.0
8,Notre Dame de Sion,48,16.0
9,Notre Dame de Sion,65,13.0
10,Notre Dame de Sion,71,13.0
11,Notre Dame de Sion,57,14.0
12,Notre Dame de Sion,68,12.0
13,Notre Dame de Sion,77,11.0
14,Notre Dame de Sion,65,15.0
15,Notre Dame de Sion,49,17.0
16,Notre Dame de Sion,63,13.0
17,Notre Dame de Sion,83,10.0
18,Notre Dame de Sion,53,15.0
19,Notre Dame de Sion,77,12.0
20,Notre Dame de Sion,68,13.0
21,Notre Dame de Sion,70,13.0
22,Notre Dame de Sion,68,13.0
23,Notre Dame de Sion,79,12.0
24,Notre Dame de Sion,70,12.0
25,Notre Dame de Sion,78,9.0
26,Notre Dame de Sion,68,11.0
27,Notre Dame de Sion,70,12.0
28,Notre Dame de Sion,56,15.0
29,Notre Dame de Sion,73,12.0
30,Notre Dame de Sion,65,12.0
31,Notre Dame de Sion,61,14.0
32,Notre Dame de Sion,66,14.0
33,Notre Dame de Sion,64,13.0
34,Notre Dame de Sion,68,13.0
35,Notre Dame de Sion,60,15.0
36,Notre Dame de Sion,52,17.0
37,Notre Dame de Sion,61,15.0
38,Notre Dame de Sion,84,9.0
39,Notre Dame de Sion,68,13.0
40,Notre Dame de Sion,62,15.0
41,Notre Dame de Sion,42,17.0
42,Notre Dame de Sion,54,16.0
43,Notre Dame de Sion,75,11.0
44,Notre Dame de Sion,71,12.0
45,Notre Dame de Sion,79,10.0
46,Notre Dame de Sion,82,11.0
47,Notre Dame de Sion,59,16.0
48,Notre Dame de Sion,67,14.0
49,Notre Dame de Sion,61,13.0
50,Notre Dame de Sion,58,16.0
51,Notre Dame de Sion,65,13.0
52,Notre Dame de Sion,57,15.0
53,Notre Dame de Sion,81,10.0
54,Notre Dame de Sion,68,14.0
55,Notre Dame de Sion,71,12.0
56,Notre Dame de Sion,66,13.0
57,Notre Dame de Sion,91,9.0
58,Notre Dame de Sion,80,10.0
59,Notre Dame de Sion,67,13.0
60,Notre Dame de Sion,42,16.0
61,Notre Dame de Sion,66,13.0
62,Notre Dame de Sion,62,14.0
63,Notre Dame de Sion,72,12.0
64,Notre Dame de Sion,66,12.0
65,Notre Dame de Sion,66,14.0
66,Notre Dame de Sion,73,13.0
67,Notre Dame de Sion,74,12.0
68,Notre Dame de Sion,75,11.0
69,Notre Dame de Sion,37,19.0
70,Notre Dame de Sion,74,12.0
71,Notre Dame de Sion,66,14.0
72,Notre Dame de Sion,38,19.0
73,Notre Dame de Sion,70,14.0
74,Notre Dame de Sion,68,13.0
75,Notre Dame de Sion,66,12.0
76,Notre Dame de Sion,64,14.0
77,Notre Dame de Sion,72,12.0
78,Notre Dame de Sion,61,14.0
79,Notre Dame de Sion,68,13.0
80,Notre Dame de Sion,71,12.0
81,Notre Dame de Sion,64,12.0
82,Notre Dame de Sion,103,7.0
83,Notre Dame de Sion,72,13.0
84,Notre Dame de Sion,62,13.0
85,Notre Dame de Sion,61,15.0
86,Notre Dame de Sion,66,13.0
87,Notre Dame de Sion,53,17.0
88,Notre Dame de Sion,81,9.0
89,Notre Dame de Sion,62,14.0
90,Notre Dame de Sion,69,13.0
91,Notre Dame de Sion,50,15.0
92,Notre Dame de Sion,60,14.0
93,Notre Dame de Sion,76,13.0
94,Notre Dame de Sion,46,17.0
95,Notre Dame de Sion,56,15.0
96,Notre Dame de Sion,58,16.0
97,Notre Dame de Sion,74,11.0
98,Notre Dame de Sion,65,12.0
99,Notre Dame de Sion,64,13.0
0,Parkway Central,229,1.0
1,Parkway Central,234,1.0
2,Parkway Central,236,1.0
3,Parkway Central,236,1.0
4,Parkway Central,253,1.0
5,Parkway Central,228,1.0
6,Parkway Central,228,1.0
7,Parkway Central,229,1.0
8,Parkway Central,243,1.0
9,Parkway Central,247,1.0
10,Parkway Central,216,1.0
11,Parkway Central,237,1.0
12,Parkway Central,227,1.0
13,Parkway Central,223,1.0
14,Parkway Central,232,1.0
15,Parkway Central,233,1.0
16,Parkway Central,227,1.0
17,Parkway Central,231,1.0
18,Parkway Central,234,1.0
19,Parkway Central,232,1.0
20,Parkway Central,222,1.0
21,Parkway Central,224,1.0
22,Parkway Central,234,1.0
23,Parkway Central,223,1.0
24,Parkway Central,221,1.0
25,Parkway Central,221,1.0
26,Parkway Central,234,1.0
27,Parkway Central,222,1.0
28,Parkway Central,226,1.0
29,Parkway Central,225,1.0
30,Parkway Central,246,1.0
31,Parkway Central,212,1.0
32,Parkway Central,217,1.0
33,Parkway Central,228,1.0
34,Parkway Central,228,1.0
35,Parkway Central,235,1.0
36,Parkway Central,250,1.0
37,Parkway Central,234,1.0
38,Parkway Central,235,1.0
39,Parkway Central,219,1.0
40,Parkway Central,216,1.0
41,Parkway Central,229,1.0
42,Parkway Central,225,1.0
43,Parkway Central,217,1.0
44,Parkway Central,222,1.0
45,Parkway Central,216,1.0
46,Parkway Central,220,1.0
47,Parkway Central,224,1.0
48,Parkway Central,239,1.0
49,Parkway Central,215,1.0
50,Parkway Central,234,1.0
51,Parkway Central,209,1.0
52,Parkway Central,232,1.0
53,Parkway Central,225,1.0
54,Parkway Central,204,1.0
55,Parkway Central,237,1.0
56,Parkway Central,217,1.0
57,Parkway Central,215,1.0
58,Parkway Central,228,1.0
59,Parkway Central,242,1.0
60,Parkway Central,232,1.0
61,Parkway Central,233,1.0
62,Parkway Central,233,1.0
63,Parkway Central,231,1.0
64,Parkway Central,235,1.0
65,Parkway Central,239,1.0
66,Parkway Central,222,1.0
67,Parkway Central,227,1.0
68,Parkway Central,221,1.0
69,Parkway Central,217,1.0
70,Parkway Central,239,1.0
71,Parkway Central,227,1.0
72,Parkway Central,221,1.0
73,Parkway Central,226,1.0
74,Parkway Central,233,1.0
75,Parkway Central,223,1.0
76,Parkway Central,225,1.0
77,Parkway Central,239,1.0
78,Parkway Central,223,1.0
79,Parkway Central,217,1.0
80,Parkway Central,225,1.0
81,Parkway Central,228,1.0
82,Parkway Central,226,1.0
83,Parkway Central,234,1.0
84,Parkway Central,229,1.0
85,Parkway Central,213,1.0
86,Parkway Central,236,1.0
87,Parkway Central,225,1.0
88,Parkway Central,222,1.0
89,Parkway Central,212,1.0
90,Parkway Central,223,1.0
91,Parkway Central,218,1.0
92,Parkway Central,233,1.0
93,Parkway Central,233,1.0
94,Parkway Central,231,1.0
95,Parkway Central,228,1.0
96,Parkway Central,249,1.0
97,Parkway Central,214,1.0
98,Parkway Central,234,1.0
99,Parkway Central,237,1.0
0,Parkway North,0,55.0
1,Parkway North,0,54.0
2,Parkway North,0,55.0
3,Parkway North,0,55.0
4,Parkway North,0,55.0
5,Parkway North,0,55.0
6,Parkway North,0,54.0
7,Parkway North,0,55.0
8,Parkway North,0,54.0
9,Parkway North,0,55.0
10,Parkway North,0,54.0
11,Parkway North,0,54.0
12,Parkway North,0,55.0
13,Parkway North,0,55.0
14,Parkway North,0,54.0
15,Parkway North,0,54.0
16,Parkway North,0,54.0
17,Parkway North,0,55.0
18,Parkway North,0,54.0
19,Parkway North,0,54.0
20,Parkway North,0,55.0
21,Parkway North,0,55.0
22,Parkway North,0,55.0
23,Parkway North,0,54.0
24,Parkway North,0,54.0
25,Parkway North,0,55.0
26,Parkway North,0,55.0
27,Parkway North,0,55.0
28,Parkway North,0,55.0
29,Parkway North,0,54.0
30,Parkway North,0,54.0
31,Parkway North,0,54.0
32,Parkway North,0,55.0
33,Parkway North,0,55.0
34,Parkway North,0,54.0
35,Parkway North,0,54.0
36,Parkway North,0,54.0
37,Parkway North,0,55.0
38,Parkway North,0,54.0
39,Parkway North,0,54.0
40,Parkway North,0,54.0
41,Parkway North,0,55.0
42,Parkway North,0,55.0
43,Parkway North,0,54.0
44,Parkway North,0,55.0
45,Parkway North,0,54.0
46,Parkway North,0,54.0
47,Parkway North,0,55.0
48,Parkway North,0,54.0
49,Parkway North,0,54.0
50,Parkway North,0,55.0
51,Parkway North,0,54.0
52,Parkway North,0,54.0
53,Parkway North,0,54.0
54,Parkway North,0,54.0
55,Parkway North,0,55.0
56,Parkway North,0,55.0
57,Parkway North,0,55.0
58,Parkway North,0,55.0
59,Parkway North,0,55.0
60,Parkway North,0,55.0
61,Parkway North,0,54.0
62,Parkway North,0,54.0
63,Parkway North,0,55.0
64,Parkway North,0,54.0
65,Parkway North,0,54.0
66,Parkway North,0,55.0
67,Parkway North,0,54.0
68,Parkway North,0,54.0
69,Parkway North,0,54.0
70,Parkway North,0,54.0
71,Parkway North,0,54.0
72,Parkway North,0,55.0
73,Parkway North,0,55.0
74,Parkway North,0,54.0
75,Parkway North,0,54.0
76,Parkway North,0,54.0
77,Parkway North,0,54.0
78,Parkway North,0,55.0
79,Parkway North,0,55.0
80,Parkway North,0,55.0
81,Parkway North,0,55.0
82,Parkway North,0,55.0
83,Parkway North,0,55.0
84,Parkway North,0,54.0
85,Parkway North,0,55.0
86,Parkway North,0,55.0
87,Parkway North,0,55.0
88,Parkway North,0,55.0
89,Parkway North,0,55.0
90,Parkway North,0,55.0
91,Parkway North,0,54.0
92,Parkway North,0,54.0
93,Parkway North,0,54.0
94,Parkway North,0,54.0
95,Parkway North,0,55.0
96,Parkway North,0,55.0
97,Parkway North,0,55.0
98,Parkway North,0,55.0
99,Parkway North,0,55.0
0,Parkway West,86,9.0
1,Parkway West,76,11.0
2,Parkway West,62,15.0
3,Parkway West,87,9.0
4,Parkway West,69,11.0
5,Parkway West,69,11.0
6,Parkway West,70,10.0
7,Parkway West,79,10.0
8,Parkway West,69,13.0
9,Parkway West,81,11.0
10,Parkway West,75,11.0
11,Parkway West,77,11.0
12,Parkway West,100,9.0
13,Parkway West,68,13.0
14,Parkway West,74,12.0
15,Parkway West,89,10.0
16,Parkway West,108,7.0
17,Parkway West,81,11.0
18,Parkway West,91,9.0
19,Parkway West,81,9.0
20,Parkway West,73,11.0
21,Parkway West,74,11.0
22,Parkway West,90,9.0
23,Parkway West,76,13.0
24,Parkway West,87,9.0
25,Parkway West,65,13.0
26,Parkway West,77,10.0
27,Parkway West,86,10.0
28,Parkway West,93,10.0
29,Parkway West,91,9.0
30,Parkway West,56,15.0
31,Parkway West,68,12.0
32,Parkway West,93,8.0
33,Parkway West,69,10.0
34,Parkway West,84,11.0
35,Parkway West,67,12.0
36,Parkway West,54,15.0
37,Parkway West,85,10.0
38,Parkway West,73,11.0
39,Parkway West,67,15.0
40,Parkway West,82,10.0
41,Parkway West,78,12.0
42,Parkway West,86,9.0
43,Parkway West,71,13.0
44,Parkway West,79,10.0
45,Parkway West,92,9.0
46,Parkway West,89,10.0
47,Parkway West,81,10.0
48,Parkway West,79,10.0
49,Parkway West,78,10.0
50,Parkway West,80,11.0
51,Parkway West,83,10.0
52,Parkway West,66,11.0
53,Parkway West,76,12.0
54,Parkway West,53,17.0
55,Parkway West,59,14.0
56,Parkway West,90,10.0
57,Parkway West,78,12.0
58,Parkway West,70,12.0
59,Parkway West,92,9.0
60,Parkway West,90,9.0
61,Parkway West,88,9.0
62,Parkway West,81,10.0
63,Parkway West,59,14.0
64,Parkway West,89,9.0
65,Parkway West,90,10.0
66,Parkway West,79,10.0
67,Parkway West,72,13.0
68,Parkway West,95,8.0
69,Parkway West,79,12.0
70,Parkway West,104,8.0
71,Parkway West,73,13.0
72,Parkway West,84,9.0
73,Parkway West,73,12.0
74,Parkway West,80,10.0
75,Parkway West,75,11.0
76,Parkway West,90,9.0
77,Parkway West,88,9.0
78,Parkway West,85,10.0
79,Parkway West,91,9.0
80,Parkway West,96,9.0
81,Parkway West,83,11.0
82,Parkway West,80,11.0
83,Parkway West,71,14.0
84,Parkway West,72,12.0
85,Parkway West,90,9.0
86,Parkway West,76,11.0
87,Parkway West,81,12.0
88,Parkway West,75,11.0
89,Parkway West,87,9.0
90,Parkway West,94,10.0
91,Parkway West,80,10.0
92,Parkway West,76,10.0
93,Parkway West,78,11.0
94,Parkway West,87,10.0
95,Parkway West,94,10.0
96,Parkway West,66,12.0
97,Parkway West,84,8.0
98,Parkway West,86,10.0
99,Parkway West,67,12.0
0,Platte County,5,35.0
1,Platte County,5,34.0
2,Platte County,9,34.0
3,Platte County,10,30.0
4,Platte County,6,34.0
5,Platte County,11,33.0
6,Platte County,6,35.0
7,Platte County,6,34.0
8,Platte County,5,35.0
9,Platte County,5,36.0
10,Platte County,6,34.0
11,Platte County,5,34.0
12,Platte County,6,36.0
13,Platte County,9,32.0
14,Platte County,6,35.0
15,Platte County,5,35.0
16,Platte County,7,35.0
17,Platte County,5,35.0
18,Platte County,5,35.0
19,Platte County,6,34.0
20,Platte County,5,36.0
21,Platte County,6,34.0
22,Platte County,24,24.0
23,Platte County,4,35.0
24,Platte County,16,28.0
25,Platte County,8,34.0
26,Platte County,5,35.0
27,Platte County,6,37.0
28,Platte County,5,37.0
29,Platte County,19,27.0
30,Platte County,5,35.0
31,Platte County,6,34.0
32,Platte County,5,36.0
33,Platte County,7,31.0
34,Platte County,17,29.0
35,Platte County,6,35.0
36,Platte County,7,34.0
37,Platte County,5,34.0
38,Platte County,11,30.0
39,Platte County,7,33.0
40,Platte County,5,34.0
41,Platte County,6,34.0
42,Platte County,6,36.0
43,Platte County,7,33.0
44,Platte County,5,35.0
45,Platte County,9,31.0
46,Platte County,5,34.0
47,Platte County,5,36.0
48,Platte County,6,34.0
49,Platte County,6,36.0
50,Platte County,8,31.0
51,Platte County,5,35.0
52,Platte County,9,33.0
53,Platte County,5,36.0
54,Platte County,5,35.0
55,Platte County,7,33.0
56,Platte County,5,35.0
57,Platte County,5,35.0
58,Platte County,5,34.0
59,Platte County,6,36.0
60,Platte County,13,30.0
61,Platte County,5,36.0
62,Platte County,5,35.0
63,Platte County,4,36.0
64,Platte County,5,36.0
65,Platte County,5,35.0
66,Platte County,5,34.0
67,Platte County,6,35.0
68,Platte County,21,26.0
69,Platte County,5,36.0
70,Platte County,19,27.0
71,Platte County,16,28.0
72,Platte County,5,35.0
73,Platte County,9,34.0
74,Platte County,5,34.0
75,Platte County,5,35.0
76,Platte County,6,34.0
77,Platte County,14,29.0
78,Platte County,6,35.0
79,Platte County,5,35.0
80,Platte County,5,35.0
81,Platte County,6,35.0
82,Platte County,4,35.0
83,Platte County,7,34.0
84,Platte County,17,27.0
85,Platte County,5,36.0
86,Platte County,5,35.0
87,Platte County,6,35.0
88,Platte County,6,34.0
89,Platte County,7,35.0
90,Platte County,6,34.0
91,Platte County,8,33.0
92,Platte County,12,30.0
93,Platte County,11,30.0
94,Platte County,5,35.0
95,Platte County,5,35.0
96,Platte County,7,32.0
97,Platte County,5,36.0
98,Platte County,5,36.0
99,Platte County,5,36.0
0,Poplar Bluff,6,34.0
1,Poplar Bluff,0,55.0
2,Poplar Bluff,12,29.0
3,Poplar Bluff,6,35.0
4,Poplar Bluff,6,35.0
5,Poplar Bluff,22,26.0
6,Poplar Bluff,0,55.0
7,Poplar Bluff,8,33.0
8,Poplar Bluff,0,55.0
9,Poplar Bluff,12,29.0
10,Poplar Bluff,0,55.0
11,Poplar Bluff,0,55.0
12,Poplar Bluff,2,39.0
13,Poplar Bluff,8,34.0
14,Poplar Bluff,0,55.0
15,Poplar Bluff,0,55.0
16,Poplar Bluff,0,55.0
17,Poplar Bluff,4,36.0
18,Poplar Bluff,0,55.0
19,Poplar Bluff,0,55.0
20,Poplar Bluff,8,32.0
21,Poplar Bluff,4,36.0
22,Poplar Bluff,10,31.0
