simulation_id,team,points
12,Lincoln College Prep,7
12,Logan-Rogersvill,0
12,Louisiana,59
12,Lutheran South,32
12,Lutheran St. Cha,0
12,Lutheran St. Charles,6
12,Mehlville,36
12,Monett,29
12,Nerinx Hall,65
12,Nevada,11
12,North Point,0
12,Notre Dame Cape,0
12,Notre Dame de Si,68
12,Notre Dame de Sion,41
12,Parkway Central,230
12,Parkway North,0
12,Parkway West,71
12,Platte County,2
12,Poplar Bluff,0
12,Principia,15
12,Rockwood Summit,110
12,STEAM Academy,0
12,Savannah,2
12,Smith-Cotton,0
12,Smithville,0
12,St. Charles West,0
12,St. Dominic,0
12,St. Michael the,69
12,St. Pius X Kansa,0
12,St. Teresa's Aca,154
12,St. Teresa's Academy,24
12,Summit Christian,0
12,Timberland,27
12,Ursuline Academy,50
12,Villa Duchesne,138
12,Visitation Acade,142
12,Visitation Academy,27
12,Washington,0
12,Webb City,8
12,Webster Groves,151
12,West Plains,16
13,Barstow,0
13,Bolivar,0
13,Capital City,11
13,Carl Junction,12
13,Central (Cape Girardeau),0
13,Central (Springf,4
13,Central (Springfield),20
13,Central Cape Gir,45
13,Clayton,56
13,Father Tolton,157
13,Ft. Zumwalt East,19
13,Ft. Zumwalt Sout,16
13,Glendale,36
13,Grain Valley,65
13,Grandview,0
13,Greenwood,6
13,Hannibal,7
13,Holt,0
13,Incarnate Word A,0
13,Jefferson City,1
13,John Burroughs,110
13,Kearney,37
13,Ladue Horton Wat,49
13,Ladue Horton Watkins,5
13,Lebanon,37
13,Lincoln College,3
13,Lincoln College Prep,9
13,Logan-Rogersvill,0
13,Louisiana,58
13,Lutheran South,33
13,Lutheran St. Cha,0
13,Lutheran St. Charles,6
13,Mehlville,32
13,Monett,49
13,Nerinx Hall,80
13,Nevada,3
13,North Point,0
13,Notre Dame Cape,0
13,Notre Dame de Si,65
13,Notre Dame de Sion,35
13,Parkway Central,228
13,Parkway North,0
13,Parkway West,83
13,Platte County,2
13,Poplar Bluff,0
13,Principia,21
13,Rockwood Summit,110
13,STEAM Academy,0
13,Savannah,1
13,Smith-Cotton,1
13,Smithville,0
13,St. Charles West,0
13,St. Dominic,0
13,St. Michael the,66
13,St. Pius X Kansa,0
13,St. Teresa's Aca,156
13,St. Teresa's Academy,30
13,Summit Christian,0
13,Timberland,23
13,Ursuline Academy,61
13,Villa Duchesne,131
13,Visitation Acade,137
13,Visitation Academy,28
13,Washington,0
13,Webb City,8
13,Webster Groves,163
13,West Plains,10
14,Barstow,0
14,Bolivar,0
14,Capital City,14
14,Carl Junction,12
14,Central (Cape Girardeau),0
14,Central (Springf,5
14,Central (Springfield),17
14,Central Cape Gir,53
14,Clayton,74
14,Father Tolton,160
14,Ft. Zumwalt East,10
14,Ft. Zumwalt Sout,16
14,Glendale,30
14,Grain Valley,58
14,Grandview,1
14,Greenwood,4
14,Hannibal,15
14,Holt,0
14,Incarnate Word A,3
14,Jefferson City,0
14,John Burroughs,108
14,Kearney,33
14,Ladue Horton Wat,51
14,Ladue Horton Watkins,5
14,Lebanon,32
14,Lincoln College,8
14,Lincoln College Prep,13
14,Logan-Rogersvill,0
14,Louisiana,65
14,Lutheran South,33
14,Lutheran St. Cha,0
14,Lutheran St. Charles,6
14,Mehlville,30
14,Monett,41
14,Nerinx Hall,85
14,Nevada,11
14,North Point,0
14,Notre Dame Cape,0
14,Notre Dame de Si,66
14,Notre Dame de Sion,40
14,Parkway Central,229
14,Parkway North,1
14,Parkway West,91
14,Platte County,8
14,Poplar Bluff,0
14,Principia,19
14,Rockwood Summit,81
14,STEAM Academy,0
14,Savannah,3
14,Smith-Cotton,0
14,Smithville,0
14,St. Charles West,0
14,St. Dominic,0
14,St. Michael the,52
14,St. Pius X Kansa,0
14,St. Teresa's Aca,134
14,St. Teresa's Academy,20
14,Summit Christian,0
14,Timberland,28
14,Ursuline Academy,48
14,Villa Duchesne,163
14,Visitation Acade,140
14,Visitation Academy,27
14,Washington,0
14,Webb City,6
14,Webster Groves,155
14,West Plains,21
15,Barstow,0
15,Bolivar,0
15,Capital City,28
15,Carl Junction,12
15,Central (Cape Girardeau),0
15,Central (Springf,7
15,Central (Springfield),17
15,Central Cape Gir,53
15,Clayton,65
15,Father Tolton,151
15,Ft. Zumwalt East,11
15,Ft. Zumwalt Sout,14
15,Glendale,45
15,Grain Valley,69
15,Grandview,0
15,Greenwood,6
15,Hannibal,6
